gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,2017-03-12,0,1.0,0.560859158665,0.219366215263,0.082632247491,0.028122710754,0.010679373557,0.003554227056,1,156,Creighton,84.43,Midwest,6
mens,2017-03-12,0,1.0,0.366564610258,0.09996370017,0.057101230454,0.020032276899,0.008217015256,0.002949715924,1,197,Oklahoma State,84.71,Midwest,10
mens,2017-03-12,0,1.0,0.551241404307,0.111588464088,0.040975026465,0.015984554481,0.005821238964,0.001859809763,1,2390,Miami (FL),84.56,Midwest,8
mens,2017-03-12,0,1.0,0.505738239006,0.101191930091,0.053221267147,0.017318660989,0.005918175836,0.001774559915,1,8,Arkansas,83.19,South,8
mens,2017-03-12,0,1.0,0.545707184069,0.089275728202,0.032689651797,0.012532032674,0.003773357545,0.00138565857,1,238,Vanderbilt,83.79,West,9
mens,2017-03-12,0,1.0,0.439140841335,0.153258665386,0.046331760938,0.012863550512,0.00447323601,0.001366309429,1,227,Rhode Island,84.02,Midwest,11
mens,2017-03-12,1,0.476091175108,0.187298816901,0.063258468563,0.019092152503,0.008213585615,0.003287543793,0.001148989896,1,2306,Kansas State,83.08,South,11a
mens,2017-03-12,0,1.0,0.567264572844,0.12788435314,0.046432448692,0.010826562453,0.003178218256,0.001064459181,1,2579,South Carolina,83.08,East,7
mens,2017-03-12,0,1.0,0.494261760994,0.097550713421,0.045016707606,0.012438020197,0.003803672652,0.001025090597,1,2550,Seton Hall,82.95,South,9
mens,2017-03-12,0,1.0,0.307641690529,0.07009654386,0.028488468994,0.010813929867,0.003539775209,0.001018350194,1,2168,Dayton,82.84,South,7
mens,2017-03-12,0,1.0,0.432735427156,0.086480328392,0.034046864364,0.008658089906,0.0027747141,0.00100354284,1,269,Marquette,83.01,East,10
mens,2017-03-12,0,1.0,0.448758595693,0.080259936463,0.027907106531,0.010376899402,0.003360842366,0.000958077274,1,127,Michigan State,82.79,Midwest,9
mens,2017-03-12,1,0.523908824892,0.18470887015,0.056508128199,0.016560447912,0.00697118243,0.002540491816,0.000810580661,1,154,Wake Forest,82.96,South,11b
mens,2017-03-12,0,1.0,0.494281725361,0.167199602047,0.0423734949,0.009472802949,0.002451708864,0.000792492824,1,2752,Xavier,82.34,West,11
mens,2017-03-12,0,1.0,0.262229212342,0.076255128254,0.036011588151,0.0085286792,0.002317090225,0.000780417821,1,2670,Virginia Commonwealth,82.93,West,10
mens,2017-03-12,0,1.0,0.480437759474,0.164411499669,0.043759257843,0.011922664868,0.003240088977,0.000779884627,1,2393,Middle Tennessee,81.28,South,12
mens,2017-03-12,0,1.0,0.505718274639,0.172976794701,0.042858486997,0.009379023543,0.002365913402,0.000748237926,1,120,Maryland,82.48,West,6
mens,2017-03-12,0,1.0,0.454292815931,0.066373981917,0.022163655145,0.007824092234,0.002139142037,0.000724341309,1,77,Northwestern,82.6,West,8
mens,2017-03-12,0,1.0,0.519562240526,0.184583116675,0.042529634298,0.010122564752,0.002831157322,0.000700461249,1,135,Minnesota,81.23,South,5
mens,2017-03-12,1,0.582211116433,0.123028397137,0.040913089093,0.012438687038,0.003137787071,0.000915610712,0.000305046777,1,2507,Providence,81.75,East,11a
mens,2017-03-12,1,0.417788883567,0.087329906556,0.028813693554,0.008298096714,0.001981911693,0.000735993165,0.000302564161,1,30,Southern California,81.18,East,11b
mens,2017-03-12,0,1.0,0.16912036938,0.038797278455,0.00687363904,0.00198600633,0.000661835825,0.000193962041,1,2440,Nevada,80.73,Midwest,12
mens,2017-03-12,0,1.0,0.245291832786,0.049146791543,0.007350411388,0.001982721266,0.000409038123,0.000108797491,1,163,Princeton,80.0,West,12
mens,2017-03-12,0,1.0,0.155233088499,0.042110696367,0.005987617471,0.001578643986,0.0003736028,0.0001033947,1,350,North Carolina-Wilmington,80.19,East,12
mens,2017-03-12,0,1.0,0.210201959061,0.019472191078,0.005276095318,0.001366767145,0.000321385246,8.8433903e-05,1,259,Virginia Tech,80.02,East,9
mens,2017-03-12,0,1.0,0.140303688987,0.03580835808,0.005502939477,0.001404734306,0.000332617909,7.0069399e-05,1,261,Vermont,79.49,Midwest,13
mens,2017-03-12,0,1.0,0.098170484964,0.028442092542,0.003276056528,0.000703305804,0.000115270637,2.5042199e-05,1,2083,Bucknell,77.93,West,13
mens,2017-03-12,0,1.0,0.125081947623,0.022741487972,0.002467301527,0.000516806894,0.000100943835,2.3507114e-05,1,2193,East Tennessee State,78.05,East,13
mens,2017-03-12,0,1.0,0.109794093934,0.03087977255,0.003895310877,0.000522190787,7.8059028e-05,1.0602074e-05,1,2737,Winthrop,75.53,South,13
mens,2017-03-12,0,1.0,0.124540662576,0.039875571347,0.004390241339,0.00044342743,5.5080776e-05,9.323274e-06,1,526,Florida Gulf Coast,75.81,West,14
mens,2017-03-12,0,1.0,0.096501115089,0.013359236284,0.001667678121,0.000172057783,3.2634423e-05,7.400083e-06,1,166,New Mexico State,75.6,East,14
mens,2017-03-12,0,1.0,0.077546855207,0.014844208835,0.001650843228,0.000180558859,2.7325321e-05,3.735142e-06,1,314,Iona,75.49,Midwest,14
mens,2017-03-12,0,1.0,0.058276357424,0.00753264321,0.00063485288,9.5967627e-05,1.2897036e-05,1.581086e-06,1,2309,Kent State,74.27,South,14
mens,2017-03-12,0,1.0,0.033096505656,0.005765631309,0.000669860458,4.9033071e-05,5.266558e-06,7.05748e-07,1,2653,Troy,73.28,East,15
mens,2017-03-12,0,1.0,0.033193621198,0.003763286015,0.000472341308,6.1523435e-05,6.851955e-06,7.00612e-07,1,94,Northern Kentucky,72.83,South,15
mens,2017-03-12,0,1.0,0.023204369319,0.00414701157,0.000447293487,5.5355855e-05,5.225237e-06,6.87039e-07,1,2571,South Dakota State,72.79,West,16
mens,2017-03-12,0,1.0,0.047498365035,0.004918122371,0.000812417756,5.8861889e-05,5.111259e-06,6.21795e-07,1,155,North Dakota,72.33,West,15
mens,2017-03-12,0,1.0,0.020724660504,0.002532643833,0.000345020296,2.5118358e-05,2.344799e-06,2.02034e-07,1,2640,Texas Southern,70.99,South,16
mens,2017-03-12,0,1.0,0.026181881497,0.002149023352,0.000258836074,1.6908122e-05,1.540458e-06,1.2846e-07,1,55,Jacksonville State,71.17,Midwest,15
mens,2017-03-12,1,0.629059916282,0.013628353268,0.001809113897,0.000152018074,1.5225362e-05,1.45912e-06,1.27847e-07,1,2428,North Carolina Central,71.04,Midwest,16a
mens,2017-03-12,1,0.370940083718,0.006759610686,0.000769684133,5.459549e-05,4.644096e-06,5.191e-07,5.2854e-08,1,302,UC-Davis,69.94,Midwest,16b
mens,2017-03-12,1,0.555249525225,0.007791272305,0.000756286162,5.8984082e-05,4.636532e-06,3.34888e-07,3.0784e-08,1,116,Mount St. Mary's,69.78,East,16a
mens,2017-03-12,1,0.444750474775,0.004576725946,0.000336019184,2.4186507e-05,1.758081e-06,1.35056e-07,1.3169e-08,1,2443,New Orleans,69.24,East,16b
mens,2017-03-14,0,1.0,0.987426987702,0.803067057288,0.589105143363,0.401677476277,0.241095698171,0.149928014399,1,222,Villanova,95.18,East,1
mens,2017-03-14,0,1.0,0.976795630681,0.840203278311,0.595332929001,0.414664016514,0.229401375355,0.138470257402,1,2250,Gonzaga,93.71,West,1
mens,2017-03-14,0,1.0,0.979612036046,0.80557280142,0.556596438875,0.380299150086,0.212150284196,0.103864089168,1,2305,Kansas,92.18,Midwest,1
mens,2017-03-14,0,1.0,0.966806378802,0.68192340728,0.474962340056,0.302326200939,0.168274726096,0.081822876281,1,96,Kentucky,92.28,South,2
mens,2017-03-14,0,1.0,0.979275339496,0.798724712655,0.579841979626,0.298565718119,0.15480006134,0.06997630009,1,153,North Carolina,91.74,South,1
mens,2017-03-14,0,1.0,0.966903494344,0.77986968716,0.510116107073,0.236582106968,0.122117427293,0.06665631171,1,150,Duke,92.26,East,2
mens,2017-03-14,0,1.0,0.973818118503,0.668185522471,0.465179386547,0.216097350359,0.110785072032,0.049722206423,1,97,Louisville,90.8,Midwest,2
mens,2017-03-14,0,1.0,0.952501634965,0.568275077644,0.392453361664,0.161012216087,0.079675820123,0.043951405029,1,12,Arizona,88.99,West,2
mens,2017-03-14,0,1.0,0.901829515036,0.645600990468,0.25600598144,0.146890204241,0.067774520152,0.035329848281,1,277,West Virginia,90.8,West,4
mens,2017-03-14,0,1.0,0.844766911501,0.49157769056,0.178738895621,0.095967365569,0.047317829736,0.024829756434,1,258,Virginia,90.02,East,5
mens,2017-03-14,0,1.0,0.941723642576,0.611215043428,0.207386884588,0.09717773391,0.052541057705,0.024792282842,1,26,UCLA,88.02,South,3
mens,2017-03-14,0,1.0,0.737770787658,0.350551671732,0.257520481904,0.117770504604,0.046162381802,0.02107662138,1,2608,Saint Mary's (CA),87.39,West,7
mens,2017-03-14,0,1.0,0.859696311013,0.506128913056,0.196615653959,0.106255355754,0.049404551364,0.020092435705,1,2509,Purdue,88.61,Midwest,4
mens,2017-03-14,0,1.0,0.692358309471,0.244216762846,0.149951368802,0.083874522447,0.043761124968,0.019908954004,1,2724,Wichita State,88.86,South,10
mens,2017-03-14,0,1.0,0.789641696307,0.456299666333,0.19790373503,0.071714136294,0.033630508668,0.016902921239,1,2567,Southern Methodist,88.43,East,6
mens,2017-03-14,0,1.0,0.83087963062,0.419265450409,0.165322582089,0.090313293305,0.041461110369,0.016648787943,1,66,Iowa State,87.92,Midwest,5
mens,2017-03-14,0,1.0,0.903498884911,0.460614314735,0.188426522511,0.064285336982,0.028870660931,0.013980875458,1,239,Baylor,87.66,East,3
mens,2017-03-14,0,1.0,0.922453144793,0.612530910515,0.210819509714,0.065982422402,0.029498887304,0.011536534812,1,2483,Oregon,87.3,Midwest,3
mens,2017-03-14,0,1.0,0.890205906066,0.620125611105,0.231390822307,0.086291184722,0.032987642253,0.011024822375,1,2086,Butler,86.52,South,4
mens,2017-03-14,0,1.0,0.874918052377,0.443570125101,0.126525762063,0.057348993229,0.023557871646,0.010564997552,1,57,Florida,87.84,East,4
mens,2017-03-14,0,1.0,0.875459337424,0.619948031905,0.22357992729,0.069806578734,0.024620041092,0.010307991088,1,52,Florida State,87.22,West,3
mens,2017-03-14,0,1.0,0.613861756024,0.253171856895,0.100053657802,0.052270579626,0.023634326562,0.009311925027,1,2132,Cincinnati,87.35,South,6
mens,2017-03-14,0,1.0,0.789798040939,0.176322546791,0.091809638196,0.044127231462,0.019324603441,0.009157501235,1,275,Wisconsin,87.84,East,8
mens,2017-03-14,0,1.0,0.633435389742,0.229701754006,0.136026185555,0.05006435897,0.021314930044,0.007941696453,1,130,Michigan,86.86,Midwest,7
mens,2017-03-14,0,1.0,0.754708167214,0.276810125446,0.082734021215,0.038876176976,0.014374348871,0.006256684449,1,87,Notre Dame,86.68,West,5
mens,2017-03-14,0,1.0,0.560859158665,0.219366215263,0.082632247491,0.028122710754,0.010674225019,0.003552705578,1,156,Creighton,84.43,Midwest,6
mens,2017-03-14,0,1.0,0.366564610258,0.09996370017,0.057101230454,0.020032276899,0.008213357434,0.002948555055,1,197,Oklahoma State,84.71,Midwest,10
mens,2017-03-14,1,1.0,0.386138243976,0.128218292089,0.038041642102,0.016160435391,0.006388843757,0.002206137643,1,2306,Kansas State,84.14,South,11a
mens,2017-03-14,0,1.0,0.551241404307,0.111588464088,0.040975026465,0.015984554481,0.005818318278,0.001858979131,1,2390,Miami (FL),84.56,Midwest,8
mens,2017-03-14,0,1.0,0.505738239006,0.101191930091,0.053221267147,0.017320905193,0.00591887576,0.001774759075,1,8,Arkansas,83.19,South,8
mens,2017-03-14,0,1.0,0.545707184069,0.089275728202,0.032689651797,0.012532032674,0.003773417486,0.001385469978,1,238,Vanderbilt,83.79,West,9
mens,2017-03-14,0,1.0,0.439140841335,0.153258665386,0.046331760938,0.012863550512,0.004470896425,0.001365671498,1,227,Rhode Island,84.02,Midwest,11
mens,2017-03-14,0,1.0,0.567264572844,0.12788435314,0.046432448692,0.010827144293,0.003178377759,0.00106433548,1,2579,South Carolina,83.08,East,7
mens,2017-03-14,0,1.0,0.494261760994,0.097550713421,0.045016707606,0.012439960299,0.003804219534,0.001025231419,1,2550,Seton Hall,82.95,South,9
mens,2017-03-14,0,1.0,0.307641690529,0.07009654386,0.028507501204,0.010820433569,0.003541664919,0.00101883282,1,2168,Dayton,82.84,South,7
mens,2017-03-14,0,1.0,0.432735427156,0.086480328392,0.034046864364,0.008658534457,0.002774846689,0.001003434275,1,269,Marquette,83.01,East,10
mens,2017-03-14,0,1.0,0.448758595693,0.080259936463,0.027907106531,0.010376899402,0.003358977111,0.000957600454,1,127,Michigan State,82.79,Midwest,9
mens,2017-03-14,0,1.0,0.494281725361,0.167199602047,0.0423734949,0.009472802949,0.002451751857,0.000792372612,1,2752,Xavier,82.34,West,11
mens,2017-03-14,0,1.0,0.262229212342,0.076255128254,0.036011588151,0.0085286792,0.002317129676,0.000780303298,1,2670,Virginia Commonwealth,82.93,West,10
mens,2017-03-14,0,1.0,0.480437759474,0.164411499669,0.043759257843,0.011924550865,0.00324056,0.000779992911,1,2393,Middle Tennessee,81.28,South,12
mens,2017-03-14,0,1.0,0.505718274639,0.172976794701,0.042858486997,0.009379023543,0.002365955512,0.000748122488,1,120,Maryland,82.48,West,6
mens,2017-03-14,0,1.0,0.454292815931,0.066373981917,0.022163655145,0.007824092234,0.002139178313,0.000724235484,1,77,Northwestern,82.6,West,8
mens,2017-03-14,0,1.0,0.519562240526,0.184583116675,0.042529634298,0.010124375757,0.002831628395,0.000700573349,1,135,Minnesota,81.23,South,5
mens,2017-03-14,1,0.582211116433,0.123028397137,0.040913089093,0.012438687038,0.003137948899,0.000915654545,0.000305010368,1,2507,Providence,81.75,East,11a
mens,2017-03-14,1,0.417788883567,0.087329906556,0.028813693554,0.008298096714,0.001982016919,0.000736029888,0.000302537629,1,30,Southern California,81.18,East,11b
mens,2017-03-14,0,1.0,0.16912036938,0.038797278455,0.00687363904,0.00198600633,0.00066147692,0.000193867891,1,2440,Nevada,80.73,Midwest,12
mens,2017-03-14,0,1.0,0.245291832786,0.049146791543,0.007350411388,0.001982721266,0.000409046176,0.000108778563,1,163,Princeton,80.0,West,12
mens,2017-03-14,0,1.0,0.155233088499,0.042110696367,0.005989522793,0.001579125134,0.000373711878,0.000103404297,1,350,North Carolina-Wilmington,80.19,East,12
mens,2017-03-14,0,1.0,0.210201959061,0.019503795572,0.005284426421,0.001368868734,0.000321866756,8.8546605e-05,1,259,Virginia Tech,80.02,East,9
mens,2017-03-14,0,1.0,0.140303688987,0.03580835808,0.005502939477,0.001404734306,0.000332390732,7.0025619e-05,1,261,Vermont,79.49,Midwest,13
mens,2017-03-14,0,1.0,0.098170484964,0.028442092542,0.003276056528,0.000703305804,0.000115273117,2.5037318e-05,1,2083,Bucknell,77.93,West,13
mens,2017-03-14,0,1.0,0.125081947623,0.022741487972,0.002468307536,0.000517010312,0.000100982213,2.3510881e-05,1,2193,East Tennessee State,78.05,East,13
mens,2017-03-14,0,1.0,0.109794093934,0.03087977255,0.003895310877,0.000522322059,7.8077734e-05,1.0604573e-05,1,2737,Winthrop,75.53,South,13
mens,2017-03-14,0,1.0,0.124540662576,0.039875571347,0.004390241339,0.00044342743,5.508206e-05,9.321247e-06,1,526,Florida Gulf Coast,75.81,West,14
mens,2017-03-14,0,1.0,0.096501115089,0.013359236284,0.001667678121,0.000172069969,3.2636656e-05,7.399014e-06,1,166,New Mexico State,75.6,East,14
mens,2017-03-14,0,1.0,0.077546855207,0.014844208835,0.001650843228,0.000180558859,2.7302713e-05,3.732245e-06,1,314,Iona,75.49,Midwest,14
mens,2017-03-14,0,1.0,0.058276357424,0.007394807588,0.000623781375,9.436767e-05,1.2691808e-05,1.557096e-06,1,2309,Kent State,74.27,South,14
mens,2017-03-14,0,1.0,0.033096505656,0.005765631309,0.000669860458,4.903684e-05,5.266952e-06,7.05616e-07,1,2653,Troy,73.28,East,15
mens,2017-03-14,0,1.0,0.033193621198,0.003763286015,0.000472824072,6.1583549e-05,6.858344e-06,7.0124e-07,1,94,Northern Kentucky,72.83,South,15
mens,2017-03-14,0,1.0,0.023204369319,0.00414701157,0.000447293487,5.5355855e-05,5.225367e-06,6.86877e-07,1,2571,South Dakota State,72.79,West,16
mens,2017-03-14,0,1.0,0.047498365035,0.004918122371,0.000812417756,5.8861889e-05,5.111388e-06,6.21644e-07,1,155,North Dakota,72.33,West,15
mens,2017-03-14,0,1.0,0.020724660504,0.002532643833,0.000345020296,2.5125884e-05,2.345482e-06,2.02093e-07,1,2640,Texas Southern,70.99,South,16
mens,2017-03-14,0,1.0,0.026181881497,0.002149023352,0.000258836074,1.6908122e-05,1.539008e-06,1.28344e-07,1,55,Jacksonville State,71.17,Midwest,15
mens,2017-03-14,1,0.629059916282,0.013628353268,0.001809113897,0.000152018074,1.5225362e-05,1.457761e-06,1.27733e-07,1,2428,North Carolina Central,71.04,Midwest,16a
mens,2017-03-14,1,0.370940083718,0.006759610686,0.000769684133,5.459549e-05,4.644096e-06,5.18633e-07,5.2809e-08,1,302,UC-Davis,69.94,Midwest,16b
mens,2017-03-14,1,1.0,0.012573012298,0.001106600349,7.8304007e-05,5.59766e-06,3.68436e-07,3.0969e-08,1,116,Mount St. Mary's,70.2,East,16a
mens,2017-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2443,New Orleans,69.67,East,16b
mens,2017-03-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,154,Wake Forest,83.32,South,11b
